2023-04-19 13:31:10 DEBUG (Main.java:9) Probando log
2023-04-19 13:31:10 INFO  (Main.java:10) se anota?
2023-04-21 13:44:02 INFO  (ImagenFrame.java:76) El usuario convierte la imagen a escala de grises
2023-04-21 13:44:04 INFO  (ImagenFrame.java:68) El usuario quita el filtro a la imagen
2023-04-21 13:44:07 INFO  (ImagenFrame.java:55) El usuario sale del programa
2023-04-21 13:46:24 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 13:46:29 INFO  (ImagenFrame.java:88) Abrimos el file chooser para escoger un archivo
2023-04-21 13:46:35 INFO  (ImagenFrame.java:92) C:\Users\favio\OneDrive\Imágenes\071a41ca-9a45-4299-9bbe-54edf192bc38.jpg
2023-04-21 13:46:38 INFO  (ImagenFrame.java:68) El usuario quita el filtro a la imagen
2023-04-21 13:46:39 INFO  (ImagenFrame.java:76) El usuario convierte la imagen a escala de grises
2023-04-21 13:46:45 INFO  (ImagenFrame.java:47) El usuario quita la imagen
2023-04-21 13:46:47 INFO  (ImagenFrame.java:88) Abrimos el file chooser para escoger un archivo
2023-04-21 13:47:02 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 13:47:04 INFO  (ImagenFrame.java:88) Abrimos el file chooser para escoger un archivo
2023-04-21 13:47:11 INFO  (ImagenFrame.java:92) C:\Users\favio\OneDrive\Imágenes\exp.png
2023-04-21 13:47:14 INFO  (ImagenFrame.java:88) Abrimos el file chooser para escoger un archivo
2023-04-21 13:47:34 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 13:47:45 INFO  (ImagenFrame.java:88) Abrimos el file chooser para escoger un archivo
2023-04-21 13:47:52 INFO  (ImagenFrame.java:92) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 13:48:06 INFO  (ImagenFrame.java:76) El usuario convierte la imagen a escala de grises
2023-04-21 13:48:09 INFO  (ImagenFrame.java:47) El usuario quita la imagen
2023-04-21 13:48:11 INFO  (ImagenFrame.java:88) Abrimos el file chooser para escoger un archivo
2023-04-21 13:48:16 INFO  (ImagenFrame.java:92) C:\Users\favio\OneDrive\Imágenes\071a41ca-9a45-4299-9bbe-54edf192bc38.jpg
2023-04-21 13:50:13 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 13:50:16 INFO  (ImagenFrame.java:89) Abrimos el file chooser para escoger un archivo
2023-04-21 13:50:24 INFO  (ImagenFrame.java:93) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 13:50:27 INFO  (ImagenFrame.java:89) Abrimos el file chooser para escoger un archivo
2023-04-21 13:50:31 INFO  (ImagenFrame.java:93) C:\Users\favio\OneDrive\Documentos\Untitled Diagram.drawio.png
2023-04-21 13:50:35 INFO  (ImagenFrame.java:89) Abrimos el file chooser para escoger un archivo
2023-04-21 13:50:41 INFO  (ImagenFrame.java:93) C:\Users\favio\OneDrive\Imágenes\071a41ca-9a45-4299-9bbe-54edf192bc38.jpg
2023-04-21 13:50:49 INFO  (ImagenFrame.java:48) El usuario quita la imagen
2023-04-21 13:50:51 INFO  (ImagenFrame.java:89) Abrimos el file chooser para escoger un archivo
2023-04-21 13:50:59 INFO  (ImagenFrame.java:93) C:\Users\favio\OneDrive\Imágenes\071a41ca-9a45-4299-9bbe-54edf192bc38.jpg
2023-04-21 13:51:03 INFO  (ImagenFrame.java:56) El usuario sale del programa
2023-04-21 13:51:14 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 13:51:15 INFO  (ImagenFrame.java:89) Abrimos el file chooser para escoger un archivo
2023-04-21 13:51:24 INFO  (ImagenFrame.java:93) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 13:51:26 INFO  (ImagenFrame.java:89) Abrimos el file chooser para escoger un archivo
2023-04-21 13:51:30 INFO  (ImagenFrame.java:93) C:\Users\favio\OneDrive\Documentos\Untitled Diagram.drawio.png
2023-04-21 13:51:34 INFO  (ImagenFrame.java:89) Abrimos el file chooser para escoger un archivo
2023-04-21 13:51:42 INFO  (ImagenFrame.java:93) C:\Users\favio\OneDrive\Imágenes\071a41ca-9a45-4299-9bbe-54edf192bc38.jpg
2023-04-21 13:55:43 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 13:55:46 INFO  (ImagenFrame.java:90) Abrimos el file chooser para escoger un archivo
2023-04-21 13:55:53 INFO  (ImagenFrame.java:94) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 13:55:57 INFO  (ImagenFrame.java:90) Abrimos el file chooser para escoger un archivo
2023-04-21 13:56:07 INFO  (ImagenFrame.java:94) C:\Users\favio\OneDrive\Imágenes\tdp.jpg
2023-04-21 14:08:28 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 14:08:30 INFO  (ImagenFrame.java:90) Abrimos el file chooser para escoger un archivo
2023-04-21 14:08:35 INFO  (ImagenFrame.java:94) C:\Users\favio\OneDrive\Documentos\Untitled Diagram.drawio.png
2023-04-21 14:19:59 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 14:20:01 INFO  (ImagenFrame.java:90) Abrimos el file chooser para escoger un archivo
2023-04-21 14:20:08 INFO  (ImagenFrame.java:94) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 14:20:12 INFO  (ImagenFrame.java:78) El usuario convierte la imagen a escala de grises
2023-04-21 14:20:15 INFO  (ImagenFrame.java:70) El usuario quita el filtro a la imagen
2023-04-21 14:20:16 INFO  (ImagenFrame.java:78) El usuario convierte la imagen a escala de grises
2023-04-21 14:20:18 INFO  (ImagenFrame.java:70) El usuario quita el filtro a la imagen
2023-04-21 14:20:49 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 14:20:52 INFO  (ImagenFrame.java:90) Abrimos el file chooser para escoger un archivo
2023-04-21 14:20:57 INFO  (ImagenFrame.java:94) C:\Users\favio\OneDrive\Imágenes\071a41ca-9a45-4299-9bbe-54edf192bc38.jpg
2023-04-21 14:20:59 INFO  (ImagenFrame.java:70) El usuario quita el filtro a la imagen
2023-04-21 14:21:00 INFO  (ImagenFrame.java:78) El usuario convierte la imagen a escala de grises
2023-04-21 14:21:02 INFO  (ImagenFrame.java:70) El usuario quita el filtro a la imagen
2023-04-21 14:21:03 INFO  (ImagenFrame.java:78) El usuario convierte la imagen a escala de grises
2023-04-21 14:21:09 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 14:21:13 INFO  (ImagenFrame.java:90) Abrimos el file chooser para escoger un archivo
2023-04-21 14:21:18 INFO  (ImagenFrame.java:94) C:\Users\favio\OneDrive\Imágenes\071a41ca-9a45-4299-9bbe-54edf192bc38.jpg
2023-04-21 14:21:20 INFO  (ImagenFrame.java:78) El usuario convierte la imagen a escala de grises
2023-04-21 14:21:22 INFO  (ImagenFrame.java:90) Abrimos el file chooser para escoger un archivo
2023-04-21 14:21:29 INFO  (ImagenFrame.java:94) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 14:21:32 INFO  (ImagenFrame.java:78) El usuario convierte la imagen a escala de grises
2023-04-21 14:21:33 INFO  (ImagenFrame.java:90) Abrimos el file chooser para escoger un archivo
2023-04-21 14:21:41 INFO  (ImagenFrame.java:94) C:\Users\favio\OneDrive\Imágenes\071a41ca-9a45-4299-9bbe-54edf192bc38.jpg
2023-04-21 14:24:34 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 14:24:36 INFO  (ImagenFrame.java:90) Abrimos el file chooser para escoger un archivo
2023-04-21 14:24:43 INFO  (ImagenFrame.java:94) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 14:24:45 INFO  (ImagenFrame.java:70) El usuario quita el filtro a la imagen
2023-04-21 14:24:47 INFO  (ImagenFrame.java:78) El usuario convierte la imagen a escala de grises
2023-04-21 14:24:49 INFO  (ImagenFrame.java:70) El usuario quita el filtro a la imagen
2023-04-21 14:25:46 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 14:25:49 INFO  (ImagenFrame.java:90) Abrimos el file chooser para escoger un archivo
2023-04-21 14:25:56 INFO  (ImagenFrame.java:94) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 14:25:59 INFO  (ImagenFrame.java:78) El usuario convierte la imagen a escala de grises
2023-04-21 14:26:00 INFO  (ImagenFrame.java:70) El usuario quita el filtro a la imagen
2023-04-21 14:27:28 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 14:27:29 INFO  (ImagenFrame.java:100) Abrimos el file chooser para escoger un archivo
2023-04-21 14:27:36 INFO  (ImagenFrame.java:104) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 14:27:39 INFO  (ImagenFrame.java:79) El usuario convierte la imagen a escala de grises
2023-04-21 14:27:40 INFO  (ImagenFrame.java:71) El usuario quita el filtro a la imagen
2023-04-21 14:27:42 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:27:48 INFO  (ImagenFrame.java:71) El usuario quita el filtro a la imagen
2023-04-21 14:27:50 INFO  (ImagenFrame.java:79) El usuario convierte la imagen a escala de grises
2023-04-21 14:27:53 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:27:55 INFO  (ImagenFrame.java:71) El usuario quita el filtro a la imagen
2023-04-21 14:27:57 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:29:31 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 14:29:36 INFO  (ImagenFrame.java:100) Abrimos el file chooser para escoger un archivo
2023-04-21 14:29:42 INFO  (ImagenFrame.java:104) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 14:29:45 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:30:02 INFO  (ImagenFrame.java:79) El usuario convierte la imagen a escala de grises
2023-04-21 14:30:05 INFO  (ImagenFrame.java:71) El usuario quita el filtro a la imagen
2023-04-21 14:30:07 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:30:27 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 14:30:31 INFO  (ImagenFrame.java:100) Abrimos el file chooser para escoger un archivo
2023-04-21 14:30:37 INFO  (ImagenFrame.java:104) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 14:30:39 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:33:28 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 14:33:30 INFO  (ImagenFrame.java:100) Abrimos el file chooser para escoger un archivo
2023-04-21 14:33:38 INFO  (ImagenFrame.java:104) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 14:33:41 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:37:47 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 14:37:59 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:38:03 INFO  (ImagenFrame.java:100) Abrimos el file chooser para escoger un archivo
2023-04-21 14:38:08 INFO  (ImagenFrame.java:104) C:\Users\favio\OneDrive\Documentos\Untitled Diagram.drawio.png
2023-04-21 14:38:17 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:38:27 INFO  (ImagenFrame.java:100) Abrimos el file chooser para escoger un archivo
2023-04-21 14:38:36 INFO  (ImagenFrame.java:104) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 14:38:38 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:42:44 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 14:42:47 INFO  (ImagenFrame.java:100) Abrimos el file chooser para escoger un archivo
2023-04-21 14:42:53 INFO  (ImagenFrame.java:100) Abrimos el file chooser para escoger un archivo
2023-04-21 14:43:02 INFO  (ImagenFrame.java:104) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 14:43:09 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:43:13 INFO  (ImagenFrame.java:79) El usuario convierte la imagen a escala de grises
2023-04-21 14:43:15 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:43:17 INFO  (ImagenFrame.java:71) El usuario quita el filtro a la imagen
2023-04-21 14:43:20 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:43:50 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 14:43:56 INFO  (ImagenFrame.java:100) Abrimos el file chooser para escoger un archivo
2023-04-21 14:44:04 INFO  (ImagenFrame.java:104) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 14:44:07 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:44:11 INFO  (ImagenFrame.java:79) El usuario convierte la imagen a escala de grises
2023-04-21 14:44:12 INFO  (ImagenFrame.java:71) El usuario quita el filtro a la imagen
2023-04-21 14:44:14 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:44:31 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 14:44:34 INFO  (ImagenFrame.java:100) Abrimos el file chooser para escoger un archivo
2023-04-21 14:44:45 INFO  (ImagenFrame.java:104) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 14:44:49 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:44:52 INFO  (ImagenFrame.java:71) El usuario quita el filtro a la imagen
2023-04-21 14:44:54 INFO  (ImagenFrame.java:79) El usuario convierte la imagen a escala de grises
2023-04-21 14:44:59 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:45:40 INFO  (ImagenFrame.java:71) El usuario quita el filtro a la imagen
2023-04-21 14:45:42 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:45:48 INFO  (ImagenFrame.java:71) El usuario quita el filtro a la imagen
2023-04-21 14:45:51 INFO  (ImagenFrame.java:79) El usuario convierte la imagen a escala de grises
2023-04-21 14:45:53 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:46:01 INFO  (ImagenFrame.java:71) El usuario quita el filtro a la imagen
2023-04-21 14:46:03 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:46:10 INFO  (ImagenFrame.java:79) El usuario convierte la imagen a escala de grises
2023-04-21 14:46:13 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:46:16 INFO  (ImagenFrame.java:79) El usuario convierte la imagen a escala de grises
2023-04-21 14:46:20 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:46:22 INFO  (ImagenFrame.java:71) El usuario quita el filtro a la imagen
2023-04-21 14:46:24 INFO  (ImagenFrame.java:79) El usuario convierte la imagen a escala de grises
2023-04-21 14:46:27 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:46:30 INFO  (ImagenFrame.java:71) El usuario quita el filtro a la imagen
2023-04-21 14:46:32 INFO  (ImagenFrame.java:100) Abrimos el file chooser para escoger un archivo
2023-04-21 14:46:41 INFO  (ImagenFrame.java:104) C:\Users\favio\OneDrive\Imágenes\tdp.jpg
2023-04-21 14:46:44 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:46:51 INFO  (ImagenFrame.java:71) El usuario quita el filtro a la imagen
2023-04-21 14:46:54 INFO  (ImagenFrame.java:79) El usuario convierte la imagen a escala de grises
2023-04-21 14:46:56 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:47:00 INFO  (ImagenFrame.java:71) El usuario quita el filtro a la imagen
2023-04-21 14:47:02 INFO  (ImagenFrame.java:88) El usuario convierte la imagen a escala de azul
2023-04-21 14:52:18 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 14:52:21 INFO  (ImagenFrame.java:120) Abrimos el file chooser para escoger un archivo
2023-04-21 14:52:27 INFO  (ImagenFrame.java:124) C:\Users\favio\OneDrive\Imágenes\071a41ca-9a45-4299-9bbe-54edf192bc38.jpg
2023-04-21 14:52:35 INFO  (ImagenFrame.java:81) El usuario convierte la imagen a escala de grises
2023-04-21 14:52:37 INFO  (ImagenFrame.java:73) El usuario quita el filtro a la imagen
2023-04-21 14:52:42 INFO  (ImagenFrame.java:90) El usuario convierte la imagen a escala de rojo
2023-04-21 14:52:58 INFO  (ImagenFrame.java:73) El usuario quita el filtro a la imagen
2023-04-21 14:53:00 INFO  (ImagenFrame.java:81) El usuario convierte la imagen a escala de grises
2023-04-21 14:53:02 INFO  (ImagenFrame.java:90) El usuario convierte la imagen a escala de rojo
2023-04-21 14:53:08 INFO  (ImagenFrame.java:73) El usuario quita el filtro a la imagen
2023-04-21 14:53:11 INFO  (ImagenFrame.java:90) El usuario convierte la imagen a escala de rojo
2023-04-21 14:53:14 INFO  (ImagenFrame.java:73) El usuario quita el filtro a la imagen
2023-04-21 14:53:15 INFO  (ImagenFrame.java:99) El usuario convierte la imagen a escala de Verde
2023-04-21 14:54:39 INFO  (ImagenFrame.java:73) El usuario quita el filtro a la imagen
2023-04-21 14:54:41 INFO  (ImagenFrame.java:90) El usuario convierte la imagen a escala de rojo
2023-04-21 14:54:45 INFO  (ImagenFrame.java:73) El usuario quita el filtro a la imagen
2023-04-21 14:54:46 INFO  (ImagenFrame.java:81) El usuario convierte la imagen a escala de grises
2023-04-21 14:54:48 INFO  (ImagenFrame.java:90) El usuario convierte la imagen a escala de rojo
2023-04-21 14:55:09 INFO  (ImagenFrame.java:73) El usuario quita el filtro a la imagen
2023-04-21 14:55:10 INFO  (ImagenFrame.java:81) El usuario convierte la imagen a escala de grises
2023-04-21 14:55:14 INFO  (ImagenFrame.java:108) El usuario convierte la imagen a escala de azul
2023-04-21 14:55:20 INFO  (ImagenFrame.java:73) El usuario quita el filtro a la imagen
2023-04-21 14:55:25 INFO  (ImagenFrame.java:108) El usuario convierte la imagen a escala de azul
2023-04-21 14:55:28 INFO  (ImagenFrame.java:73) El usuario quita el filtro a la imagen
2023-04-21 14:55:30 INFO  (ImagenFrame.java:108) El usuario convierte la imagen a escala de azul
2023-04-21 14:55:45 INFO  (ImagenFrame.java:73) El usuario quita el filtro a la imagen
2023-04-21 14:55:47 INFO  (ImagenFrame.java:81) El usuario convierte la imagen a escala de grises
2023-04-21 14:55:50 INFO  (ImagenFrame.java:108) El usuario convierte la imagen a escala de azul
2023-04-21 14:56:10 INFO  (ImagenFrame.java:73) El usuario quita el filtro a la imagen
2023-04-21 14:56:12 INFO  (ImagenFrame.java:108) El usuario convierte la imagen a escala de azul
2023-04-21 14:56:19 INFO  (ImagenFrame.java:73) El usuario quita el filtro a la imagen
2023-04-21 14:56:43 INFO  (ImagenFrame.java:99) El usuario convierte la imagen a escala de Verde
2023-04-21 14:56:45 INFO  (ImagenFrame.java:120) Abrimos el file chooser para escoger un archivo
2023-04-21 14:56:56 INFO  (ImagenFrame.java:124) C:\Users\favio\OneDrive\Imágenes\tdp.jpg
2023-04-21 14:56:58 INFO  (ImagenFrame.java:90) El usuario convierte la imagen a escala de rojo
2023-04-21 14:57:03 INFO  (ImagenFrame.java:99) El usuario convierte la imagen a escala de Verde
2023-04-21 14:57:06 INFO  (ImagenFrame.java:73) El usuario quita el filtro a la imagen
2023-04-21 14:57:09 INFO  (ImagenFrame.java:99) El usuario convierte la imagen a escala de Verde
2023-04-21 14:57:43 INFO  (ImagenFrame.java:73) El usuario quita el filtro a la imagen
2023-04-21 14:57:45 INFO  (ImagenFrame.java:81) El usuario convierte la imagen a escala de grises
2023-04-21 14:57:47 INFO  (ImagenFrame.java:99) El usuario convierte la imagen a escala de Verde
2023-04-21 15:01:52 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 15:01:54 INFO  (ImagenFrame.java:120) Abrimos el file chooser para escoger un archivo
2023-04-21 15:02:00 INFO  (ImagenFrame.java:124) C:\Users\favio\OneDrive\Imágenes\071a41ca-9a45-4299-9bbe-54edf192bc38.jpg
2023-04-21 15:02:05 INFO  (ImagenFrame.java:81) El usuario convierte la imagen a escala de grises
2023-04-21 15:02:42 INFO  (Imagen.java:30) Se crea una imagen vacia de 600x400
2023-04-21 15:02:47 INFO  (ImagenFrame.java:126) Abrimos el file chooser para escoger un archivo
2023-04-21 15:02:53 INFO  (ImagenFrame.java:130) C:\Users\favio\OneDrive\Imágenes\tdp 2.jpg
2023-04-21 15:02:56 INFO  (ImagenFrame.java:87) El usuario convierte la imagen a escala de grises mejorado
2023-04-21 15:03:07 INFO  (ImagenFrame.java:114) El usuario convierte la imagen a escala de azul
2023-04-21 15:03:18 INFO  (ImagenFrame.java:70) El usuario quita el filtro a la imagen
